nisam ga čitala par godina i sad mi je puno bolji nego zadnji put.	pozitivno
zanimljiva priča sa zanimljivim likovima.	pozitivno
na radnji se može malo poraditi, pogotovo na kraju.	mješovito
početak je stvarno zanimljiv i dobro uvede u radnju tako da se čitatelj zakvači, ali dok radnja teče, postaje sve dosadnija.	mješovito
sve u svemu je solidna knjiga i puno mi je bolja nego zadnji put.	pozitivno
ova novela je bila jedna od dva šenoina djela za lektiru kroz osnovnu i srednju školu (druga je ''prosjak luka'') i tijekom prvog čitanja me se jako dojmila.	pozitivno
borba za egzistenciju i perspektivu u lovrinu liku se ocrtava i danas, među ljudima i mladima koji se odlučuju za daljnje obrazovanje na fakultetu, dok im financijski zahtjevi i dugoročni proces (koji iziskuje) vise nad glavom.	neutralno
u ovom djelu se problemi sa novcem nastoje riješiti stupanjem u brak i to me je do danas zaintrigiralo po pitanju iskrenih osjećaja glavnoga lika prema osobi sa kojom se upušta u takvu odgovornost, a pogotovo na kraju, kada nisam uspio shvatiti završni čin (pitanje ljubavi ili perspektive).	neutralno
impresivna je šenoina prezentacija ljudi različitog staleža i struke, kao i njihovih osjećaja sa svakim djelom kojega napiše	pozitivno
nije ograničen isključivo na jednu tematiku ili žanr, kao ni opsegom djela i u tome leži draž svaki put kada se uzme svaki njegov naslov u ruku.	pozitivno
planiram ponovno čitanje u budućem periodu, u kombinaciji sa drugim njegovim naslovima (bez obzira da li sam ih pročitao ili ne), čemu se posebno radujem, s obzirom da mi je, uz zagorku i krležu, u top 3 najdražih hrvatskih pisaca.	pozitivno
stvarno zanimljiva radnja, sviđa mi se kako je šenoa doslovno pripovijedao priču, tj. pojavljuje se kao jedan od likova.	pozitivno
jezik je ponešto umanjio doživljaj - dvije godine učenja latinskog mi ne garantiraju da ću razumijeti latinštinu kojom likovi nekad govore.	negativno
šenoa je kao i u 'zlatarovom zlatu' vrlo pažljiv u vjernim opisima onoga doba i društva.	pozitivno
no za razliku od zlatarova zlata, ova mi je knjiga dala priliku da se zaljubim u njene likove i da vrlo realno osjetim nepravdu koja prati lovru.	pozitivno
kao uvijek, privukli su me likovi zadubljeni u staru literaturu i rasprave o francuskim filozofima, ali i oni priprosti kao lovrin otac - naoko grubi, no zapravo bolje osobe od visokih činovnika kojima se toliko dive.	pozitivno
šenoa definitivno ovime opravdava činjenicu da mu je posvećeno cijelo jedno literarno razdoblje.	pozitivno
prijan lovro je prvo značajnije djelo kojim započinje hrvatska realistička književnost, prvi puta tiskano skoro prije 150 godina.	neutralno
tema djela je tragična sudbina intelektualca, bistrog i talentiranog mladića seljačkog podrijetla i nepravedni društveni odnosi koji postaju razlogom mnogih tragičnih sudbina.	neutralno
svojom pričom šenoa će ganuti osjećajnog čitatelja.	pozitivno
značaj ovog šenoinog djela je ogroman, jer iako su se danas okolnosti u mnogočemu promijenile i danas možemo susresti slične društvene razlike i nepravde na temelju društvene moći i utjecaja.	pozitivno
odlična knjiga koju sam pročitao za dva dana.  	pozitivno
nisam odavno čitao nešto od šenoe niti iz ovog doba pa mi je bilo jako zanimljivo. 	pozitivno
životni put glavnog junaka lovre se može preslikati i na mnoge životne puteve u današnje vrijeme, pa i moje jer sam se pronašao u mnogim situacijama u kojima je on bio. 	neutralno
teško je bilo pratiti lovrinu sudbinu zato jer nije uspijevao postići u životu ono što može i želi jer dolazi iz siromašne obitelji. 	neutralno
ovakve situacije se događaju i danas jer bogati uvijek imaju privilegije, iako su možda neki drugi sposobni.	neutralno
svidjelo mi se i to što šenoa u romanu brani hrvatske autore i pokazuje da imamo i mi što za reći, iako smo brojčani manji od mnogih. 	pozitivno
"""prijan lovro"" po vrsti je pripovijetka, no neki je ipak uvrštavaju u uokvirene novele, što i ima smisla jer pripovijest počinje i završava dijalogom augusta (autora) i udovice u crnini koji raspravljaju o hrvatskoj književnosti, a oboje joj daju kritiku."	neutralno
sam august je autor, ali ipak govori da hrvatski pisci ne znaju iskoristiti zanimljive likove i događaje te napisati nešto o njima.	neutralno
prijanu lovri u životu je najviše nedostajala prevrtljiva sreća za uspjeh.	neutralno
august šenoa odličan je autor koji progovara o problemima koji su bili aktualni u njegovo doba, a svakako su aktualni i danas - svevremenost kojoj bi većina autora trebala težiti.	pozitivno
toliko dugo jedina lektira u srednjoj školi koju nisam pročitao.	neutralno
kao bila je online nastava i kom se dalo čitat ovako šta.	neutralno
no, snagom volje može se koješta pa sam tako i ja pročitao ovo čudo.	neutralno
sviđali su mi se motivi onoga da ga roditelji forsiraju na nešto šta on ne želi i kako baš nema nimalo sreće u životu.	pozitivno
"ono što mi se nije svidjelo jest izjava ""na, eto me imaš!""."	negativno
premda se čini da je situacija bezizlazna, nikad ne treba odustati.	neutralno
bilo mi je vrlo teško čitati ovo, vjerojatno ne zbog teškoće jezika kojim je pisano, nego zbog psihičkih nevolja i teškog držanja koncentracije pa mislim da ne bih pogriješio kada bih dao ocjenu 1 ili 5 pa evo nešto između.	mješovito
tužna, ali zanimljiva priča.	mješovito
neki su mi dijelovi bili dosadni, ali nema ih puno pa sam novelu pročitala u jednom dahu.	mješovito
ipak, kraj je mogao biti i bolji, ali razumijem da nije s obzirom na to da je ova priča nastala prema stvarnim osobama.	mješovito
također mi je smetalo jako mnogo stranih izraza.	negativno
iznenadilo me.	neutralno
čitala sam jer moram zbog škole, ali je zapravo dobro napisano.	pozitivno
malo je dosadno u nekim dijelovima.	negativno
priča je zanimljiva.	pozitivno
dopalo mi se kako je šenoa opisao lovra i njegov život te odnos sa njime.	pozitivno
mnogo ljudi mrzi šenou, ali ovdje stvarno nema razloga za to.	mješovito
prijan lovro je sasvim solidno djelo koje ne smrdi na staromodnu prozu kao neki drugi šenoini romani.	pozitivno
zapravo je lovro poprilično moderan!	pozitivno
za stogodišnjicu prvog hrvatskog modernog romana (1871-1971) izdano je ovo izdanje čiju je naslovnicu i sve ilustracije izradio josip vaništa.	neutralno
zanimljivo je bogatstvo jezika ovoga romana, tim više što šenoin otac je jako slabo poznavao hrvatski jezik.	pozitivno
nešto slično kao kod alberta camusa, čija majka je bila nepismena.	neutralno
ima nešto u tome kada šetaš vlaškom ulicom, a pogled te uvijek vuče na spomenik šenoi koji motri svoj grad.	neutralno
"iskreno sam iznenađen količinom recenzija koje ovu knjigu opisuju kao ""dosadnu"" jer meni niti u jednom trenutku čitanja nije ostavila takav dojam."	pozitivno
detaljno opisivanje povijesne i geografske zbilje zagrebačkog kraja u 16. stoljeću daje ovom romanu dodatnu vrijednost u kojoj svaki ljubitelj povijesti, a pogotovo one zagrebačke, mora uživati.	pozitivno
s druge strane, onom fikcionalnom dijelu radnje (ljubavnoj priči) ipak fali malo originalnosti, pa zlatarovu zlatu ne dajem pet zvjezdica, no svakako preporučam!	mješovito
kako se bliži 150. godišnjica, od kako je ovo djelo napisano, lijepo je podsjetiti se kako taj jubilarni broj označava i period hrvatskog književnog stvaralaštva, kada su romani u pitanju.	neutralno
'zlatarovo zlato'' predstavlja taj početak, kombinirajući povijesne, političke i društvene prilike sa ljubavnim dijelom priče, dok koristi povijesne zapise iz tog razdoblja.	neutralno
kada sam ga prvi puta pročitao, primjetio sam da je radnja svojim opsegom kratka u odnosu na sadržaj koji nudi, ali to je razumljivo, s obzirom da nije lagan zadatak započeti nešto, što nikada prije nije učinjeno.	neutralno
zoranićeve ''planine'' nisam čitao, ali mišljenje je kako ne posjeduje elemente pravog romana.	neutralno
isto vrijedi i za sam događaj u romanu, ali i to mi nije problem, jer prvo trebamo naučiti hodati kako bi mogli trčati (kasniji šenoini romani su veliki po opsegu, događaju i tematikom).	neutralno
jako me se dojmio opis grada zagreba, specifično gornjega grada, koji ima svoje priče i legende, a koje će biti obrađene i u kasnijim radovima drugih književnika (marija jurić zagorka i dubravko horvatić su najznačajniji primjeri).	pozitivno
vjerujem kako ne bi bilo pretjerano spomenuti i kako je ''zlatarovo zlato'', koje je dobilo izdanja na hrvatskom i engleskom jeziku u prekrasnom zlatnom tvrdom uvezu, jedan od 100 brandova samoga grada, a zbog svog značaja bi se našao među top 10 naših najboljih romana.  	pozitivno
'seljačka buna'' je moj osobni izbor i bila je jako popularna među tadašnjim čitateljima, ali u obzir treba uzeti kulturološku vrijednost.	neutralno
iskrena i topla preporuka svakome za pročitati.	pozitivno
ovu knjigu u isto vrijeme volim i mrzim.	mješovito
"svi koji me barem malo poznaju znaju da volim povijest, oni koji me poznaju bolje znaju da mrzim ljubavnu patetiku i ""pravu ljubav"" među ljudima koji su razminili doslovno dvi riči u životu."	negativno
jedino zagorka ne spada u tu skupinu, ali ona je oduvik bila posebna priča.	neutralno
uglavnom, vratimo se na šenou.	neutralno
kao i uvijek, njegov stil pisanja i prepričavanje su istovremeno prekrasni i iritantno dosadni.	mješovito
na nekim sam djelovima doslovno preskakala nekoliko stranica, bacila bih pogled samo da vidim ima li nešto bitno na toj nekoj stranici.	negativno
"čak i kad sam čitala ""prosjaka luku"" nisam toliko preskakala."	neutralno
no dobro, ta je priča bila puno kraća.	neutralno
što se tiče likova, meni je najdraži bio stjepko gregorijanec.	neutralno
ljudi mi kažu da sam luda, ne mogu shvatiti da su mi savršeni likovi poput dore i pavla nepodnošljivo iritantni.	negativno
iako je karakterizacija likova u ovom romanu crno-bijela, stjepko je sivi lik.	neutralno
vrlo složeni sivi lik.	neutralno
sad bih mogla na dugo i na široko pisati o njemu kao o liku, ali ne da mi se.	neutralno
recimo samo to da šenoi samo zbog njega skidam kapu do poda.	mješovito
namjerno on to učinio ili ne, nije jednostavno napisati lika kao što je gregorjanec stariji.	pozitivno
klara grubarova, koju je doslovno mrzio čitav razred, bila je podnošljivo iritantna.	neutralno
kada usporedim nju, beatricu aragonsku(gordana) i elizabetu kumansku(plameni inkvizitori), klara je amater.	neutralno
ali dobro, neću sad o mojoj ljubav prema zagorki.	neutralno
ali stvar koja me uistinu najviše izbacila iz takta je dorina smrt.	negativno
ona je opisana kao pametna djevojka na početku romana.	neutralno
koja osoba pri zdravoj pameti pije vodu iza nepoznatog (tuđeg) čovjeka koji ti je upao u kući i rekao da je čista voda koju si donila mutna i kisela?	negativno
eto, to sam rekla.	neutralno
možda ova knjiga nije tako loša.	mješovito
možda je dobra.	mješovito
možda sam premlada za takav roman.	neutralno
ako bi netko nakon čitanja opisao knjigu ijednim od gore navedenih pridjeva, svaka mu čast!	neutralno
moj jedini pridjev je dosadna...	negativno
kao i za većinu, prvi i zadnji susret s ovom knjigom bio je školska lektira.	neutralno
tijek događaja je išao otprilike ovako:	neutralno
ja (nadobudno): svaki dan pročitam 20-30 stranica i za čas sam gotova!	neutralno
stvarnost: čitam jednu stranicu pola sata, nemam pojma šta se događa.	negativno
probam s drugom stranicom, možda se nešto poveže, pojavi smisao... ništa.	negativno
prođe mjesec dana, knjiga pročitana, ja u panici konzultiram vodič kroz lektiru jer jedino znam nabrojit par glavnih likova!	negativno
postoji realna mogućnost da je knjiga sasvim solidna (ako ju čitaš dobrovoljno, kao odrasla osoba), ali ostaje činjenica da se 99% srednjoškolaca s tom tematikom ne može poistovjetiti.	mješovito
ne znam zašto sam joj po sjećanju dala dvije zvjezdice, kad bi jedna, za poštenje, bila sasvim dovoljna!	negativno
povijesni dijelovi su donekle zanimljivi, dok je ljubavna radnja prilično ''prozirna''...	mješovito
također sam početak je dosadan, ali sa protokom radnje knjiga ipak uspijeva postaviti određenu razinu zanimljivosti...	mješovito
malo me razočarala knjiga, više sam očekivao od ovog šenoina romana...	negativno
imala sam priliku čitati šenoina djela prije i poslije srednje škole.	neutralno
iako sam ljubitelj povijesti, apsolutno me nije privlačila ova knjiga.	negativno
jedva sam ju pročitala, 10 stranica sam razvlačila na deset dana.	negativno
također ovo djelo više priliči za fakultet, nego za 1. razred srednje škole.	neutralno
nisam obožavatelj šenoe, ali cijenim njegov povijesni i književni značaj.	mješovito
u svakom slučaju preporuke svima koji ne vole detaljne opise povijesnih mjesta, događanja i ljudi da zaobilaze ovu knjigu u širokom luku.	negativno
čitati kratki sadržaj je dovoljno naporno, a kamoli cijelu knjigu.	negativno
ovu sam knjigu ponijela na stvarni put kroz hrvatsku do banjaluke (ne znajući da su neki junaci baš u njoj utamničeni), a svako poglavlje vodilo me je u drugi kraj sa novim likovima.	neutralno
tipskim, svakako; nakon svakog povijesnog romana shvatim da se ništa promijenilo nije - isti se tipovi javljaju.  	neutralno
još jedan nepromijenjeni junak je sava, sa svojim obalama tako detaljno i živo data, da nijedan opis nisam preletjela.	pozitivno
pozitivnom utisku doprinosi i ljepota jezika.	pozitivno
nakon dulje odsutnosti i odgledane filmske adaptacije iz 1975. godine, red je da se osvrnem na jedan od meni najdražih romana iz hrvatske književnosti.	pozitivno
nakon probijanja leda sa ''zlatarevim zlatom'', šenoa se upustio u ambiciozni projekt da jedan prašnjavi dokument iskoristi kao jezgru za nešto što će se pretvoriti u značajan povijesni događaj i stvoriti junaka, nalik william wallace-u (pogledao sam ''hrabro srce'' nekoliko puta i odličan je, a izmišljeni elementi u filmu mi ne smetaju).  	neutralno
dok su razmirice između uršule heningovice i franje tahija oko spornih posjeda povod za početak radnje, glavni fokus je na seljacima koji rade na njihovim imanjima i u tome leži emotivni naboj i suosjećanje sa ljudima protiv nepravde, dok ih plemići drže kao vlastitu imovinu, sa kojom mogu raditi što žele.	neutralno
scene u nekim poglavljima su šokantne za pročitati i pravo je čudo da su izdržali koliko su mogli, dok se nije sve nakupilo u njima i odlučili upustiti se u borbu za seljačku pravicu.	neutralno
dok su od nekih velikaša dobili neslužbenu potporu (nešto novca, oružja i streljiva), njihov glavni oslonac je matija gubec koji im je sve: vođa (iako se ne želi deklarirati kao kralj), suborac, prijatelj i obitelj.	neutralno
da ne duljim, svakomu, koga zanimaju povijesne tematike, toplo preporučujem ovo djelo jer se sve što sam napisao ne može mjeriti sa onime što ono nudi.	pozitivno
ja sam ga pročitao već dva puta i sigurno ću ga ponovno, kada dođe vrijeme za djela augusta šenoe.	pozitivno
stvari koje sam očekivao i prije samog iščitavanja seljačke bune: crno-bijela karakterizaciju koja eskalira kod protagonista i antagonista, fatalne ljubavi, patetičnost, konstantne identične opise krajolika i početke poglavlja, naivnost, romantičarske zanose, klišeje, facepalmove, nepotrebnu katalogizaciju, mislin, čovik ima poimence nabrojanih likova u romanu otprilike kao i george r. r. martin-- i sve sam to od šenoa i dobio.	neutralno
no ipak moram priznati da mi, uz sve te negativne strane i posljedice, nije bio problem završiti ovu lektiru, jer šenoa ima jednostavan, pa čak i ugodan stil koji omogućuje lagan prolazak kroz ovo djelo.	mješovito
definitivno plus i za trud oko studioznog pristupa povijesnih podataka i pretakanja istih u priču, pričama koje ne sadrže neku veliku dubinu, no ipak ni uz sve ove nedostatke, ne zamaraju i ne opterećuju čitatelja.	mješovito
zamalo trica.	mješovito
četvorka jer ne volim nesretne ljubavi i smrt heroja.	mješovito
inače je ovo odlična knjiga svakome tko može izaći na kraj sa starohrvatskim jezikom, ja sam uspjela i ponosna sam na sebe zbog toga.	pozitivno
uvijek potičem ljude da čitaju i vraćaju se klasicima jer ovo ima i povijesno uporište, opisuje pravu seljačku bunu 1573. iz nešto drukčijeg ugla.	pozitivno
ovaj roman, jedan od mnogih šenoinih povijesnih romana, daje opsežan prikaz hrvatske u 16. stoljeću, te uspješnom mješavinom povijesnih i fiktivnih ličnosti zabavit će ljubitelje povijesti.	pozitivno
ipak, pomalo trivijalni likovi spletkara i općepoznata tema djela mogla bi izazvati dosadu te značajno usporiti čitanje pošto je kraj poznat većini čitatelja hrvatskoga govornog područja.	mješovito
uvijek sam volio šenoinu seljačku bunu kao klinac, sad kada sam stariji vidim da nije baš savršena lektira.	mješovito
ima mana kao na primjer slaba karakterizacija likova i poneki predugi, dosadni dijelovi ali generalno i dalje ju preporučujem za sve koje vole povijesne romane bazirane na stvarnim događajima!	mješovito
nekome kome tematika povijesti sjeverne hrvatske u 16. stoljeću nije zanimljiva, vjerojatno neće biti ni ovaj roman.	neutralno
likovi su romantizirani i njihove motivacije su crno-bijele, tako da nedostaje određena dubina koja bi cijelo djelo učinila kompleksnijim i zanimljivijim.	negativno
"s druge strane, ""seljačka buna"" je primarno povijesni roman i kao takvog ga treba čitati."	neutralno
za potpuno razumijevanje romana, nije potrebno samo poznavati okvirnu povijest iz vremena radnje romana, već i povijesni kontekst u kojemu je šenoa pisao ovo djelo.	neutralno
može se reći da je primarni cilj romana bio dizanje hrvatske nacionalne svijesti i tu je zadaću šenoa ispunio.	pozitivno
radnju romana nije teško pratiti, iako se odvija na velikom broju lokacija i uz veliki broj likova.	pozitivno
poglavlja su u pravilu kratka, što olakšava čitanje.	pozitivno
iako je radnja smještena u davnu povijest, tematika unutarnjih sukoba među vladajućima, patnje koju ti sukobi stvaraju najslabijima te vanjskih interesa koji pritišću aktualna je bila u šenoino vrijeme, a moglo bi se reći i danas.	neutralno
u svakom slučaju, mislim da se isplati pročitati ovaj utjecajni roman.	pozitivno
ne toliko zbog književne vrijednosti, koliko zbog one povijesne.	neutralno
malo sam subjektivan, ali jedva sam preživio prvih sto stranica.	negativno
da bi pročitao prvih sto mi je trebalo mjesec dana, a ostatak sam pročitao u tri dana.	negativno
šenoini pejzažni opisi ne mogu nadomjestiti nedostatak aktivnih elemenata, osim gospodske kuknjave i smicalica gospode - plemstva, iako postojala je određena draž čim se gospodski dogovori počinju ticati malog čovjeka - kmeta, seljaka, onog koji privređuje.	mješovito
naravno, kad se sve zakuhalo, roman postaje ultra zanimljiv, štoviše, nerijetko i preslikovit te sigurno postoje čitatelji koji će se zgroziti nad nekim postupcima u knjizi.	pozitivno
poglavlja su kratka, tako da je lako za čitati.	pozitivno
sve počinje svađom izmedju vlastele i dobar dio knjige govori o toj svađi.	neutralno
buna je zapravo obuhvaćena u zadnjim poglavljima i nekako kao da je šenoa samo preletio preko nje (vjerojatno nije imao previše povjesnih izvora da bi napisao štogod više o seljacima - pobjednici pišu povijest).	neutralno
zapravo mi je taj dio o samoj buni bio najdosadniji, zbog toga jer se ugl priča sad su ovdje, sad su tamo, pa će ići ondje.	negativno
to mi je malo zbunjujuće bilo za pratiti, ali svidja mi se opis zadnje bitke.	mješovito
razočaralo me to što se jako malo spominje konačna sudbina gupca.	negativno
samo u par crtica, ono što je svima opće poznato, očekivala sam više.	negativno
knjiga koja je ostavila dubok trag.	pozitivno
još dugo vremena nakon čitanja našla sam se razmišljati o njoj.	pozitivno
definitvno moj najdraži šenoin roman.	pozitivno
kaže se kako se radost može pronaći u sitnicama.	neutralno
nažalost, zbog sitnica najbolji prijatelji ili susjedi mogu postati i najgori neprijatelji, a to je jedna od glavnih tema u ovoj nevjerojatnoj šenoinoj noveli.	neutralno
pri prvom čitanju sam se koncentrirao na zaljubljenost glavnog lika, pa potom na njegovom otkrivenju ljudskosti (koje je potaknulo lice novorođenog djeteta) i spletkarenju njegova suradnika, na štetu dviju obitelji zbog sporne imovine.	neutralno
sve navedeni motivi se produbljuju kroz daljnje čitanje ovoga djela, pružajući nam odgovor na pitanje dobra i zla u obliku prilike, kao i svjesnosti vlasititih postupaka.	neutralno
samo bih naveo nekoliko retoričkih pitanja koja sam izvukao iz vlastiog dojma o ovoj noveli, nakon duljeg vremena.	neutralno
može li se šteta ispraviti?	neutralno
što je potrebno da se čovjeku pruži prilika za oprost i iskupljenje?	neutralno
kojim putem vode nemoralna djela?	neutralno
odgovori dolaze u obliku posljedica, kao i ishoda za ključne likove, što daje razlog da se ovo djelo pročita, neovisno da li je riječ o lektiri ili osobnom izboru za čitanje.	neutralno
sigurno ću ga ponovno pročitati jer me po svojoj tematici i žanru privlači, a dobrodošlo bi bilo vidjeti i neku adaptaciju.	pozitivno
nikad neću razumjeti ljude koji sastavljaju popis lektira za osnovne škole, ne poznajem, niti mislim da ću ikad poznavati nekoga moje dobi koga bi ova knjiga mogla zbilja zainteresirati.	negativno
svi spominju koliko je ova knjiga realna i kako vjerno prikazuje svakidašnji život.	neutralno
možda je to bilo istina prije koji stotinjak godina, no meni se u današnje vrijeme ovo čini kao potpuno drugi svijet.	neutralno
jedina stvar koja mi se u ovoj knjizi svidjela je što su mare i andre imali svoj sretan završetak.	mješovito
ne vjerujem da ću čitati šenou ponovo, ako ne budem morala za školu.	negativno
šenoi očito leži kombinacija slova p i l - prijan lovro i prosjak luka dva su jednako kvalitetna i moderna djela.	pozitivno
luka je možda tu i jači, radnja je razvijenija i likovi su kompleksniji.	neutralno
sasvim solidno za standarde tog razdoblja.	pozitivno
pjesme su općenito ok i sviđale su mi se, ali mislim da je ovo previše komplicirano i nerazumljivo za šesti razred upravo zbog arhaizama i starih izraza.	mješovito
kad sam je imala za lektiru u 6.r., tadašnja profesorica hrvatskog zadala nam je 4-5 pjesama i rekla da svaku pročitamo po tri puta i pogledamo značenja nepoznatih riječi pa ćemo tako lakše razumjeti.	neutralno
mrzila sam ovu knjigu kada sam ju trebala čitati za školu, a ni sada mi ne stoji u ništa boljem sjećanju.	negativno
imala sam velikih teškoća čitajući ju i smatram da je u tim godinama kada ju trebamo pročitati jednostavno nismo u stanju cijeniti.	mješovito
ne razumijem tako nisku ukupnu ocjenu povjestica.	neutralno
lake su za čitanje i pamćenje, a svaka nosi jasnu poruku bilo to doslovno ili metaforom.	pozitivno
"još uvijek znam napamet većinu ""kamenih svatova"", čiji su stihovi jedna od najjasnijih opomena svakom od nas da pazimo što želimo jer bismo baš to mogli i dobiti!"	pozitivno
igrom slučaja mi je ova knjiga došla pod ruku.	neutralno
mutno je se sjećam kao lektirnog naslova, a izgleda da sam u međuvremenu zaboravila koliko šenoa može docirati...	neutralno
nikad nisam bila luda za šenoinim stilom pisanja - a još manje za njegovim tendencijama propovijedanja i moralnog vertikaliziranja - i to se nije promijenilo nakon ponovnog čitanja branke.	negativno
navedene boljke većinom pripisujem vremenu u kojima su djela nastala, kao i šenoinom bjesomučnom tempu rada, tako da se ne bih puno osvrtala na njih.	neutralno
ne, radije ću se osvrnuti na nekoliko zanimljivih elemenata u ovom romanu, koje sam nekako previdjela u ono davno doba kad mi je branka bila lektira.	neutralno
korištenje pisama kao narativnih sredstava.	neutralno
mislim da je šteta što cijeli roman nije epistolaran, jer bi mu to dalo jednu dodatnu dimenziju, a da ne spominjemo da bi diskretnije karakteriziralo likove.	mješovito
korupcija!	neutralno
ima nešto bizarno utješno u čitanju o namještenim natječajima, osiguravanju posla preko veze, ucjenama i sličnom za vrijeme k&k monarhije...	neutralno
normalno razmišljanje hermininog oca.	neutralno
u djelima iz tog doba se rijetko nailazi na muške likove koji normalno rezoniraju kad je riječ o praktičnom obrazovanju žena i njihovom uključivanju na onodobno tržište rada, tako da je prilično osvježavajuće naići na takvo nešto u šenoinom romanu.	pozitivno
hermina.	neutralno
brankina najbolja prijateljica je zapravo dobar primjer g ženskog lika koji - fanfare - ima osobnost!	pozitivno
hermina je živahno, nestrpljivo, tvrdoglavo, no ipak prizemljeno i snalažljivo čeljade koje ima dobro srce.	neutralno
kako takva, hermina je sušta suprotnost tipiziranim ženskim likovima naslijeđenim iz doba romantizma, koji su ukalupljeni u obrasce pitomih, dosadnih dušica ili zanimljivih zlobnica.	pozitivno
nažalost, većina ovih elemenata nije dovoljno iskorištena, ali neki od njih barem razbijaju monotoniju sladunjavih opisa...	mješovito
šenoin stil pisanja olakšava čitanje jer je jednostavan, a takve su mu često i priče, ne samo po formi već i po sadržaju, po likovima, po opisima , npr. odmah se vidi tko je pozitivac, a tko negativac, no dobro i u životu je ponekad tako, ali opet nekako imam osjećaj kako njegovim djelima nedostaje dubine, barem mi je nešto nedostajalo ovdje kad sam je zadnji put čitala, a moram reći kako mi se čini kako mi se činila bolje kada sam bila mlađa (osnovna ili srednja ne sjećam se prvog čitanja, nego sada).	mješovito
sviđaju mi se, ali ne mogu reći kako me posebno diraju.	mješovito
za svaku pohvalu je šenoino stvaralaštvo i njegovo nastojanje da stvori čitalačku publiku u hrvatskoj u kojoj je u to vrijeme materinjski jezik smatran manje vrijednim (je li položaj bar drukčiji danas, no, dobro to nema veze s temom).	pozitivno
razumio je politiku i povijest, znao je napisati nešto što će biti poučno, znao je razumijeti kontekst vremena u kojem živi.	pozitivno
to je divno, međutim, baš zbog toga što mu ovaj roman izražava ideje (koje su logične i iskrene), a ne toliko ono što inače tražimo u književnosti koju nazivamo umjetnošću, a to je dublji smisao, nisam se jednostavno mogla posve uživjeti u njega.	mješovito
branka je simpatičan lik, malo presavšena za moj ukus, no dobro, radnja je zanimljiva, sve one političke aluzije i slično, dobro pogođene...	mješovito
no, nešto mi tu nedostaje....	negativno
šenoa, august napisao je svoj poslijednji roman u nastavcima 1881. godine.	neutralno
u njemu opisuje životne zavrzlame koje su glavnu junakinju dovele od mlade školnikovice kojoj su planovi bili otići za poslom u zagrebu do odluke da ostane u jalševačkom kraju podučavati u osnovnoj školi.	neutralno
u svojem poslu ima saveznike i podrugljive kolege školnike.	neutralno
dublji smisao knjige su okolnosti s kojima se branka suočava odvojena od posestre hermine, te svaku večer svira glasovir i rijetko piše pisma hermini koja ju je znala prekoravati zbog velike ambicije.	neutralno
u jalševu upoznaje grofa belizara j. navodno mizantropa.	neutralno
u zapletu knjige branka se liječi od bolesti i počinje više voljeti mjesto za koje se odlučila da joj bude dom.	neutralno
ona se emancipirala.	neutralno
grof belizar j. zaljubio se u tu djevojku koju je usporedio kao lice iz shakespeareove komedije 'san ljetne noći'.	neutralno
imao je grof prilike postati usamljenikom spletom okolnosti, no kad se tako prozaično zaljubio u branku i ona se zaljubila u belizara, začeli su dijete i dali zavjete u proljeće nakon što su uminuli dani i mjeseci nakon smrti brankine majke.	neutralno
